code,code_name,ipoDate,industry,website,total_share,market_cap,price,pe,pb,roe,eps,bps,cash,short_term_borrowing,interest_bearing_debt,gross_profit_margin,net_profit,operating_expense,research_and_development,operating_cash_flow,investment_cash_flow,financing_cash_flow,value_lt_15
sz.002531,天顺风能,2010-12-31,C38电气机械和器材制造业,https://www.titanwind.com.cn,"1,796,878,658","19,568,009,216",10.89,,2.178,0.58%,-0.01,5.0,"998,597,649.79","2,107,326,040.95","12,600,442,880",20%,"203,637,768.41","336,888,180.09","42,869,868.37","598,799,944.88","-1,582,648,889.21","1,144,350,255.83",0
sz.002533,金杯电工,2010-12-31,C38电气机械和器材制造业,https://www.goldcupelectric.com,"733,941,062","10,385,265,664",14.15,17.048193,2.3893955,14.99%,0.83,5.922,"2,184,854,916.39","220,502,238.05","1,666,093,824",10%,"637,287,038.82","1,092,035,061.52","571,460,874.51","352,023,693.66","-401,859,745.33","27,798,285.83",0
sz.002534,西子洁能,2011-01-10,C34通用设备制造业,https://www.xizice.com,"835,935,177","13,851,445,248",16.57,66.28,2.5975857,5.25%,0.25,6.379,"3,529,696,399.14","162,035,948.88","613,943,040",18%,"508,797,023.81","759,679,332.97","391,791,030.53","568,138,513.5","-165,524,173.15","-1,090,831,260.12",0
sz.002535,林州重机,2011-01-11,C35专用设备制造业,https://www.lzzj.com,"801,683,074","2,902,092,544",3.62,120.666664,4.0950227,3.82%,0.03,0.884,"213,362,961.21","1,020,249,536.74","1,724,228,352",28%,"95,644,848.03","203,085,826.08","69,750,447.81","376,857,478.82","22,047,926.13","-357,385,297.77",0
sz.002536,飞龙股份,2011-01-11,C36汽车制造业,https://www.flacc.com,"574,785,888","16,789,495,808",29.21,53.10909,4.8561926,10.10%,0.55,6.015,"910,092,527.54","122,748,017.02","439,870,240",24%,"302,107,518.6","721,004,107.3","298,875,357.5","374,370,281.06","-97,995,910.0","40,933,341.33",0
sz.002537,海联金汇,2011-01-10,C36汽车制造业,https://www.hyunion.com.cn,"1,174,016,745","9,380,393,984",7.99,42.05263,2.050295,4.79%,0.19,3.897,"904,028,436.11","571,135,554.36","1,813,247,616",15%,"34,619,258.16","690,277,841.65","246,236,799.99","-120,571,423.95","-121,593,135.21","-191,702,189.37",0
sz.002538,司尔特,2011-01-18,C26化学原料和化学制品制造业,https://www.sierte.com,"853,555,763","6,179,743,744",7.24,28.96,1.1515826,4.07%,0.25,6.287,"249,631,531.89",,0,19%,"311,419,761.28","434,039,295.38","115,082,630.2","108,194,853.72","218,544,728.79","-255,225,118.99",0
sz.002539,云图控股,2011-01-18,C26化学原料和化学制品制造业,https://www.wintrueholding.com,"1,207,723,762","17,572,380,672",14.55,21.397058,1.904949,9.05%,0.68,7.638,"2,946,689,975.75","3,921,694,425.05","12,004,218,880",11%,"819,202,236.09","1,074,081,875.06","336,576,240.97","630,366,131.91","-2,068,033,857.74","1,307,226,598.19",0
sz.002540,亚太科技,2011-01-18,C32有色金属冶炼和压延加工业,https://www.apalt.com,"1,251,143,495","8,057,364,480",6.44,20.774193,1.4439462,7.43%,0.31,4.46,"818,939,803.8","192,725,995.43","1,438,071,936",13%,"462,768,262.53","446,279,629.47","251,810,066.45","328,906,126.35","-71,678,548.16","-299,463,614.8",0
sz.002541,鸿路钢构,2011-01-18,C33金属制品业,https://www.hong-lu.com,"690,017,142","14,669,764,608",21.26,23.887642,1.4818429,6.34%,0.89,14.347,"1,473,932,390.32","2,025,076,834.59","10,361,063,424",10%,"772,269,320.68","987,460,004.78","739,569,017.04","573,428,710.17","-1,318,338,642.11","997,079,723.71",0
sz.002542,中化岩土,2011-01-28,E48土木工程建筑业,https://www.cge.com.cn,"1,806,116,738","5,346,105,856",2.96,,10.242214,-116.67%,-0.82,0.289,"457,232,195.15","589,989,396.95","2,537,005,056",-16%,"-1,391,443,658.53","368,894,999.84","64,664,588.88","616,464,151.02","-4,162,883.62","-990,341,292.55",
sz.002543,万和电气,2011-01-28,C38电气机械和器材制造业,https://www.vanward.com,"743,600,000","6,826,248,192",9.18,10.087913,1.3798287,13.99%,0.91,6.653,"2,371,697,684.22","397,885,135.68","83,000,000",28%,"657,625,480.85","1,275,840,219.31","288,689,616.62","617,876,646.74","-582,413,506.86","-571,247,039.89",1
sz.002544,普天科技,2011-01-28,I65软件和信息技术服务业,https://www.cetcpotevio.com,"680,533,890","17,251,534,848",25.35,"1,267.5",4.6174865,0.09%,0.02,5.49,"2,074,271,366.48","675,175,182.63","642,743,360",17%,"2,477,514.45","651,108,326.5","251,612,192.01","56,380,275.55","-184,605,832.26","-144,912,556.32",0
sz.002546,新联电子,2011-02-11,C40仪器仪表制造业,https://www.xldz.com,"834,049,096","7,714,954,240",9.25,13.405797,2.0730615,16.12%,0.69,4.462,"274,615,649.06","24,021,708.33","24,019,308",36%,"264,829,107.72","111,531,818.03","54,402,487.02","247,163,023.99","-227,181,893.27","-100,928,103.94",0
sz.002547,春兴精工,2011-02-18,C33金属制品业,https://www.chunxing-group.com,"1,128,057,168","3,812,833,536",3.38,,-25.037037,,-0.2,-0.135,"381,121,364.88","1,763,352,900.05","2,997,167,104",9%,"-206,030,884.41","353,552,418.56","142,304,312.35","183,751,863.28","-123,277,761.54","-111,720,314.59",
sz.002548,金新农,2011-02-18,C13农副食品加工业,https://www.kingsino.cn,"828,173,658","4,596,363,776",5.55,,3.2248695,-5.57%,-0.11,1.721,"337,807,207.23","1,420,758,297.41","3,051,430,144",11%,"34,345,907.8","294,123,428.04","51,049,765.69","423,438,908.76","-134,982,799.64","-683,607,274.44",0
sz.002549,凯美特气,2011-02-18,N77生态保护和环境治理业,https://www.china-kmt.com,"695,347,901","13,482,795,008",19.39,215.44443,6.5198383,2.89%,0.09,2.974,"952,273,790.86","360,244,013.89","547,918,208",27%,"-50,284,669.32","192,906,296.65","33,503,474.76","151,137,061.98","-216,450,371.0","-202,872,594.19",
sz.002550,千红制药,2011-02-18,C27医药制造业,https://www.qhsh.com.cn,"1,279,800,000","9,624,096,768",7.52,22.117647,3.4166288,15.36%,0.34,2.201,"439,945,400.01","20,021,879.45",0,55%,"333,182,546.82","542,694,018.9","104,447,205.97","514,709,074.46","-323,229,030.62","-324,705,454.62",0
sz.002551,尚荣医疗,2011-02-25,C35专用设备制造业,https://www.glory-medical.com.cn,"845,494,578","3,026,870,528",3.58,,1.1665037,-1.00%,-0.03,3.069,"504,208,728.08",,"78,800,000",18%,"25,912,519.2","207,093,147.63","40,783,991.67","120,946,787.47","-86,981,217.35","-4,364,836.53",0
sz.002552,宝鼎科技,2011-02-25,C39计算机、通信和其他电子设备制造业,https://www.baoding-tech.com,"387,985,331","6,165,087,232",15.89,51.258064,4.321458,5.15%,0.31,3.677,"536,921,518.45","1,274,090,057.65","1,733,405,952",15%,"263,434,456.65","249,241,627.5","89,910,035.63","-78,208,788.68","139,938,300.25","-102,523,399.32",0
sz.002553,南方精工,2011-02-25,C36汽车制造业,https://www.nf-precision.com,"353,409,639","8,290,989,568",23.46,23.696968,5.5764203,24.50%,0.99,4.207,"441,795,680.26","30,025,922.22","33,782,376",33%,"9,605,946.38","135,873,117.08","56,250,560.46","110,861,113.57","-29,072,775.62","-34,813,439.49",0
sz.002554,惠博普,2011-02-25,B11开采专业及辅助性活动,https://www.china-hbp.com,"1,333,720,072","4,988,112,896",3.74,,2.1070423,-5.22%,-0.07,1.775,"1,287,929,115.25","628,130,775.54","2,108,892,416",11%,"-217,232,331.3","407,719,725.26","81,187,929.01","-192,451,387.24","-20,868,127.24","501,353,331.76",
sz.002556,辉隆股份,2011-03-02,F52零售业,https://www.ahamp.com,"946,518,080","5,963,064,320",6.3,39.375004,1.6002033,4.15%,0.16,3.937,"961,979,922.9","874,123,283.27","2,659,127,552",6%,"166,165,022.6","646,074,947.05","130,683,100.13","-154,180,038.26","574,904,733.96","-504,872,512.55",0
sz.002557,洽洽食品,2011-03-02,C13农副食品加工业,https://www.qiaqiafood.com,"505,855,187","10,734,246,912",21.22,27.205128,2.0011315,7.26%,0.78,10.604,"4,583,178,463.29","850,003,104.55","2,243,105,280",29%,"850,128,131.93","1,147,613,574.8","75,683,891.5","1,038,904,494.15","-581,740,674.74","-435,769,097.38",1
sz.002559,亚威股份,2011-03-03,C34通用设备制造业,https://www.yawei.cc,"549,765,024","5,206,274,560",9.47,67.64286,2.9102645,1.97%,0.14,3.254,"803,076,919.18","339,257,336.63","923,055,808",23%,"48,027,398.95","348,524,039.15","150,099,913.07","97,880,915.53","-478,246,505.17","-50,227,212.1",0
sz.002560,通达股份,2011-03-03,C38电气机械和器材制造业,https://www.hntddl.com,"525,738,570","5,089,149,440",9.68,60.500004,1.8928432,3.46%,0.16,5.114,"1,185,562,367.34","1,315,115,225.06","1,601,599,232",7%,"34,123,437.82","271,164,291.53","124,781,135.29","91,141,170.92","16,799,249.44","157,944,790.79",0
sz.002561,徐家汇,2011-03-03,F52零售业,https://www.xjh-sc.com,"415,763,000","3,363,522,816",8.09,809.00006,1.5412459,0.54%,0.01,5.249,"326,103,948.86",,"127,905,704",55%,"12,295,463.13","231,668,087.9","2,170,073.07","44,187,618.82","-1,048,331,205.22","-98,343,407.24",0
sz.002562,兄弟科技,2011-03-10,C27医药制造业,https://www.brother.com.cn,"1,142,821,917","7,016,926,208",6.14,61.399998,1.9068322,3.20%,0.1,3.22,"276,878,321.46","1,064,938,072.22","1,905,497,600",15%,"40,813,669.54","385,132,193.94","147,208,394.69","124,903,334.53","-217,409,979.04","-24,222,094.06",0
sz.002563,森马服饰,2011-03-11,C18纺织服装、服饰业,https://www.semir.com/biz,"2,694,090,160","14,413,382,656",5.35,15.735293,1.2579356,7.96%,0.34,4.253,"6,285,081,629.1",,"870,674,496",44%,"1,134,256,665.44","4,698,893,532.6","305,854,553.51","1,263,010,343.4","-2,001,651,390.09","-1,279,801,484.59",1
sz.002564,天沃科技,2011-03-10,C35专用设备制造业,https://www.thvow.com,"858,904,477","5,342,385,664",6.22,124.399994,27.161572,25.91%,0.05,0.229,"967,378,587.26","717,749,558.97","3,162,463,488",16%,"26,465,439.81","252,614,859.14","88,770,338.43","229,299,613.08","1,389,275,939.63","-1,184,170,011.96",0
sz.002565,顺灏股份,2011-03-18,C22造纸和纸制品业,https://www.shunhostock.com/En,"1,059,988,922","16,239,030,272",15.32,306.4,8.709495,3.64%,0.05,1.759,"858,089,975.56","12,500,000.0","163,436,256",26%,"74,014,417.59","278,110,796.7","62,594,966.32","294,035,301.56","-31,689,406.38","-96,200,182.74",0
sz.002566,益盛药业,2011-03-18,C27医药制造业,https://www.yisheng-pharm.com,"330,951,600","2,657,541,376",8.03,66.916664,1.1935196,1.80%,0.12,6.728,"71,479,841.19","290,283,555.56","487,069,568",74%,"50,656,393.82","439,546,785.67","16,224,404.19","58,944,211.32","-375,208,200.74","-99,989,808.03",0
sz.002567,唐人神,2011-03-25,C13农副食品加工业,https://www.trsgroup.com.cn,"1,433,051,393","5,803,858,432",4.05,,1.0503112,-5.14%,-0.19,3.856,"2,304,501,756.88","834,601,937.92","6,472,835,072",9%,"255,918,614.4","1,422,788,519.92","101,524,602.56","936,351,352.53","-200,518,819.78","-718,988,498.96",0
sz.002568,百润股份,2011-03-25,C15酒、饮料和精制茶制造业,https://www.bairun.net,"1,041,623,701","18,051,338,240",17.33,25.865671,3.7657537,14.70%,0.67,4.602,"1,931,150,651.54","1,042,390,596.06","2,345,189,888",70%,"716,330,834.77","1,174,973,355.62","100,230,882.96","672,893,049.05","-883,282,211.39","229,840,347.84",0
sz.002569,*ST步森,2011-04-12,C18纺织服装、服饰业,https://www.busen.cn,"144,010,000","2,112,626,688",14.67,,73.35,-85.98%,-0.33,0.2,"5,018,319.86",,"6,532,562",27%,"-54,166,062.57","58,656,666.8","1,132,896.32","-16,221,830.76","-537,232.98","-7,306,286.07",
sz.002570,贝因美,2011-04-12,C14食品制造业,https://www.beingmate.com,"1,080,043,333","5,637,826,048",5.22,40.153847,3.1145585,8.71%,0.13,1.676,"1,474,175,243.67","1,218,618,532.83","1,172,861,056",43%,"110,293,051.93","975,653,487.76","16,823,174.43","497,416,870.03","-51,088,436.34","-191,550,919.66",0
sz.002571,德力股份,2011-04-12,C30非金属矿物制品业,https://www.deliglass.com,"391,950,700","4,472,157,184",11.41,,4.5804896,-19.68%,-0.59,2.491,"181,458,206.79","329,464,877.62","1,010,266,048",11%,"-179,792,971.38","212,568,471.45","13,783,054.75","124,342,717.28","-188,201,187.05","35,422,860.75",
sz.002572,索菲亚,2011-04-12,C21家具制造业,https://www.sfygroup.com,"963,047,164","12,124,764,160",12.59,10.760684,1.6829301,15.82%,1.17,7.481,"2,218,042,519.6","1,897,963,801.42","2,683,133,440",35%,"1,433,060,427.84","2,241,221,425.63","374,461,175.39","1,345,427,797.11","-2,262,502,063.02","-900,433,457.74",1
sz.002573,清新环境,2011-04-22,N77生态保护和环境治理业,https://www.qingxin.com.cn,"1,415,267,079","5,434,625,536",3.84,,0.9147213,-5.28%,-0.3,4.198,"918,857,242.33","3,997,405,354.21","11,125,603,328",17%,"-331,891,498.18","865,613,461.21","182,795,734.22","1,491,789,057.39","-737,955,742.74","-992,184,670.9",
sz.002574,明牌珠宝,2011-04-22,C24文教、工美、体育和娱乐用品制造业,https://www.mingr.com/nmingr-mingr/#/index,"528,000,000","3,036,000,000",5.75,,1.0193229,-3.17%,-0.18,5.641,"879,475,599.7","505,437,000.0","2,004,961,152",6%,"17,682,234.71","476,572,464.51","28,594,404.6","7,258,283.92","-770,484,463.58","552,755,275.1",0
sz.002575,群兴玩具,2011-04-22,F51批发业,https://www.sz002575.com,"616,500,000","5,486,849,536",8.9,,6.6171,-3.83%,-0.05,1.345,"30,195,931.59","10,000,000.0","15,106,161",5%,"-21,454,179.47","44,927,182.21",0.0,"-71,978,882.54","335,781,334.31","-255,583,136.01",
sz.002576,通达动力,2011-04-28,C38电气机械和器材制造业,https://www.tdchina.com,"165,100,000","3,085,719,040",18.69,36.64706,2.3622346,6.74%,0.51,7.912,"477,232,494.08","114,018,333.33","105,014,832",13%,"66,841,406.4","123,198,000.85","46,654,771.15","103,098,620.69","-15,249,363.56","54,386,979.63",0
sz.002577,雷柏科技,2011-04-28,C39计算机、通信和其他电子设备制造业,https://www.rapoo.cn,"280,688,000","4,446,097,920",15.84,396.0,3.7678401,0.91%,0.04,4.204,"289,146,027.74",,"5,899,832",30%,"36,753,347.92","98,395,688.02","27,068,514.61","98,474,055.38","-386,166,567.4","-19,396,929.34",0
sz.002578,闽发铝业,2011-04-28,C32有色金属冶炼和压延加工业,https://www.minfa.com,"938,630,183","3,623,112,448",3.86,,2.3856611,-1.04%,-0.02,1.618,"316,253,697.91","561,012,426.5","768,550,208",6%,"20,703,642.11","123,531,339.79","35,854,334.15","78,360,309.25","-240,080,973.54","-29,644,497.37",0
sz.002579,中京电子,2011-05-06,C39计算机、通信和其他电子设备制造业,https://www.ceepcb.com,"612,618,620","7,137,006,592",11.65,291.25,2.950114,0.81%,0.04,3.949,"331,222,687.38","745,623,923.17","2,363,014,144",12%,"-94,205,312.17","356,854,856.62","162,168,798.83","200,788,437.85","-102,610,491.96","-298,018,427.21",
sz.002580,圣阳股份,2011-05-06,C38电气机械和器材制造业,https://www.sacredsun.com,"453,868,993","7,379,910,144",16.26,37.813953,3.1714454,6.59%,0.43,5.127,"686,306,305.42",0.0,"463,572,512",20%,"179,589,138.4","371,166,605.01","97,309,298.21","118,648,801.26","-33,072,411.9","102,317,326.99",0
sz.002581,ST未名,2011-05-20,C27医药制造业,https://www.sinobiowaymed.com.cn,"659,735,586","4,974,406,656",7.54,,2.6605504,-12.43%,-0.33,2.834,"506,403,730.0","2,766,405.84","70,843,672",80%,"-142,835,883.49","367,784,026.25","25,373,888.86","-6,547,055.74","367,060,542.73","-7,971,554.62",
sz.002582,好想你,2011-05-20,C13农副食品加工业,https://www.haoxiangni.cn,"447,707,891","5,018,805,760",11.21,,1.5509131,-0.56%,-0.02,7.228,"916,576,041.16","96,420,502.0","909,399,744",23%,"-75,714,965.51","479,355,642.1","20,636,796.44","86,766,670.96","378,266,474.7","-705,090,075.7",
sz.002583,海能达,2011-05-27,C39计算机、通信和其他电子设备制造业,https://www.hytera.com,"1,818,619,381","18,713,593,856",10.29,,7.3238435,-79.36%,-1.95,1.405,"1,132,273,479.84","1,784,999,714.62","2,069,688,704",48%,"-3,502,741,543.32","2,411,828,288.57","982,226,184.94","622,793,882.19","-418,940,027.36","-381,508,737.42",
sz.002584,西陇科学,2011-06-02,C26化学原料和化学制品制造业,https://www.xilongs.com,"585,216,422","4,629,062,144",7.91,,2.064735,-2.75%,-0.11,3.831,"593,213,839.36","634,507,374.98","1,161,149,056",7%,"62,993,682.03","344,604,493.95","109,902,730.43","302,163,807.29","-121,287,750.78","-149,066,895.12",0
sz.002585,双星新材,2011-06-02,C29橡胶和塑料制品业,https://www.shuangxingcaisu.com,"1,141,322,612","8,308,829,184",7.28,,0.9633452,-4.45%,-0.34,7.557,"492,040,783.2","300,980,453.58","1,987,431,424",-0%,"-397,953,853.85","422,395,648.47","238,837,733.24","-265,348,995.03","-542,805,802.04","414,924,701.1",
sz.002586,ST围海,2011-06-02,E48土木工程建筑业,https://www.weihaigufen.com.cn,"1,144,223,714","5,423,620,096",4.74,,1.8202764,-1.83%,-0.03,2.604,"1,300,738,153.18","581,780,228.47","446,209,440",10%,"-184,076,725.08","271,936,925.78","84,962,784.18","-60,035,647.2","832,513,635.77","-165,165,334.47",
sz.002587,奥拓电子,2011-06-10,C39计算机、通信和其他电子设备制造业,https://www.szaoto.com,"651,544,156","4,476,108,288",6.87,,3.356131,-0.42%,-0.01,2.047,"350,422,351.68","500,317.81","50,939,428",34%,"-40,401,091.19","264,073,398.95","73,558,347.5","-15,273,890.78","-52,840,234.48","-49,809,608.49",
sz.002588,史丹利,2011-06-10,C26化学原料和化学制品制造业,https://www.shidanli.cn,"1,151,891,980","12,187,017,216",10.58,12.447059,1.6643071,12.56%,0.85,6.357,"1,209,455,761.88","80,056,944.44","1,836,504,320",18%,"815,814,884.44","1,108,705,714.75","394,004,631.42","480,773,557.88","-2,003,137,473.36","449,148,919.45",0
sz.002589,瑞康医药,2011-06-10,F51批发业,https://www.realcan.cn,"1,504,710,471","4,649,555,456",3.09,inf,0.8573806,0.42%,0.0,3.604,"4,983,663,841.29","6,091,678,576.33","5,831,315,456",11%,"41,017,810.26","799,958,749.85","10,029,115.45","160,444,879.5","203,977,380.24","-146,474,803.94",0
sz.002590,万安科技,2011-06-10,C36汽车制造业,https://www.vie.com.cn,"519,052,477","6,358,392,832",12.25,29.166668,2.1175454,7.32%,0.42,5.785,"1,111,345,819.83","456,380,225.05","466,851,232",17%,"209,793,415.02","429,108,408.89","169,852,800.84","247,453,398.91","-233,494,711.58","299,335,660.26",0
sz.002591,恒大高新,2011-06-21,C26化学原料和化学制品制造业,https://www.heng-da.com,"300,199,484","2,128,414,464",7.09,,3.2315407,-4.14%,-0.09,2.194,"98,702,837.92","80,371,640.7","114,278,848",12%,"-11,603,677.95","79,705,528.16","10,616,424.76","-23,102,638.97","61,003,448.01","-54,038,907.36",
sz.002592,ST八菱,2011-11-11,C36汽车制造业,https://www.baling.com.cn,"283,331,157","2,785,145,344",9.83,24.574999,2.8377597,11.92%,0.4,3.464,"58,690,617.75",,"55,629,592",21%,"69,981,622.17","116,234,088.41","24,387,605.67","71,025,154.9","24,482,826.85","-42,323,204.87",0
sz.002593,日上集团,2011-06-28,C36汽车制造业,https://sunrise-ncc.com,"803,858,029","4,300,640,256",5.35,44.583332,1.7768184,4.07%,0.12,3.011,"757,563,420.61","631,176,432.7","1,123,915,776",10%,"50,904,588.86","225,702,872.73","49,126,332.09","410,717,516.49","-191,770,130.9","-147,029,743.49",0
sz.002596,海南瑞泽,2011-07-07,C30非金属矿物制品业,https://www.hnruize.com,"1,147,580,518","4,418,185,216",3.85,,6.61512,-33.14%,-0.2,0.582,"85,472,219.21","107,266,804.87","1,290,292,224",10%,"-256,489,739.45","249,762,984.1","28,147,080.56","88,012,846.72","50,398,858.99","-125,612,112.58",
sz.002597,金禾实业,2011-07-07,C14食品制造业,https://en.jinheshiye.com,"568,319,878","13,082,723,328",23.02,23.731958,1.6641365,7.17%,0.97,13.833,"1,995,119,806.84","139,826,128.28","1,581,447,424",19%,"556,729,152.68","430,827,556.92","237,933,892.81","750,364,977.15","-1,634,324,974.4","147,852,909.59",0
sz.002598,山东章鼓,2011-07-07,C34通用设备制造业,https://www.blower.cn,"312,047,145","2,892,677,120",9.27,92.700005,2.2129388,2.66%,0.1,4.189,"250,568,950.86","316,149,861.11","696,556,672",27%,"77,839,451.14","441,788,107.56","106,485,990.31","27,748,636.59","-97,946,638.63","20,360,031.32",0
